work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,work_status,v1_anomaly_score,cost_anomaly_score,delay_anomaly_score,duplicate_score,fund_utilization_score,v1_contrib,cost_contrib,delay_contrib,duplicate_contrib,fund_contrib,base_weighted_sum,max_signal,composite_risk_score,risk_level,risk_reasons
WS/MP18307/2025-2026/180068-Construction of public toilets and bathrooms,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,Repair and Renovation,"Renovation of public toilet, installation of solar lights and beautification of the garden",2025-03-07,2026-03-25,2500000.0,383,Sanction,73.6,15.0,100.0,0.0,15.0,29.44,2.25,15.0,0.0,2.25,48.94,100.0,79.6,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 383 days.
"WS/MP18308/2025-2026/145410-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,Repair and Renovation,"Construction of Road at Umedbhai Patel High School to CDEFRN Unit, Sunder Nagar, Malad (W)",2024-10-04,2026-01-20,2000000.0,473,Vendor Identification,73.7,15.0,100.0,0.0,15.0,29.48,2.25,15.0,0.0,2.25,48.980000000000004,100.0,79.6,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 473 days.
WS/MP18008/2026-2027/166546-Construction of community centers and community halls,Andhra Pradesh,GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA),Dr Chandra Sekhar Pemmasani,GUNTUR,Normal/Others,"Providing Amenities to Community Hall in Narakoduru village of Chebrolu Mandal, Guntur District",2025-01-19,2026-07-09,5000000.0,536,Vendor Identification,72.9,15.0,100.0,0.0,15.0,29.16,2.25,15.0,0.0,2.25,48.66,100.0,79.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 536 days.
"WS/MP18337/2026-2027/183604-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Kerala,THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA),K RADHAKRISHNAN,ALATHUR(SC),Normal/Others,"CONSTRUCTION OF LIFT IN OP TRANSFORMATION BLOCK AT DISTRICT HOSPITAL ,WADAKKANCHERY",2025-03-18,2026-05-14,5170000.0,422,Sanction,72.9,15.0,100.0,0.0,15.0,29.16,2.25,15.0,0.0,2.25,48.66,100.0,79.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 422 days.
WS/MP761/2026-2027/171800-Construction of additional rooms and halls in the existing public and community building,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,Normal/Others,"Construction of additional room on 1st floor in existing community Hall in BC Wada, Thallarampur (V)",2025-02-03,2026-04-24,300000.0,445,Physical Inspection,39.8,15.0,100.0,89.35276885220621,15.0,15.92,2.25,15.0,13.4029,2.25,48.822900000000004,100.0,79.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 445 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 89.4%). Requires human verification.
WS/MP18393/2025-2026/140466-Construction of additional rooms and halls in the existing public and community building,Telangana,SIDDIPET(District Collector Siddipet_IDA),MADHAVANENI RAGHUNANDAN RAO,MEDAK,Repair and Renovation,Repair and renovation to Bar Association Building at Siddipet Town,2024-09-12,2025-09-18,1250000.0,371,Work Completed,73.0,15.0,100.0,0.0,15.0,29.2,2.25,15.0,0.0,2.25,48.7,100.0,79.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 371 days.
WS/MP18400/2025-2026/158977-Fitting of Sitting RCC Benches in Public Places,Delhi,SOUTH WEST(COMMISSIONER MCD SOUTH WEST),Kamaljeet Sehrawat,WEST DELHI,Normal/Others,Installation of Bench,2024-12-23,2026-03-17,1069542.0,449,Sanction,35.4,15.0,100.0,100.0,15.0,14.16,2.25,15.0,15.0,2.25,48.66,100.0,79.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 449 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18023/2025-2026/143872-Retrofitting in essential lifeline buildings,Assam,KAMRUP(DEPUTY COMMISSIONER KAMRUP_IDA),BIJULI KALITA MEDHI,GUWAHATI,Repair and Renovation,"Repairing work of Santi Nijara Club House at Bongaon , Bamunigaon , Pin-781141",2024-09-26,2026-01-30,500000.0,491,Vendor Identification,72.7,15.0,100.0,0.0,15.0,29.08,2.25,15.0,0.0,2.25,48.58,100.0,79.4,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 491 days.
WS/MP18029/2026-2027/186161-Construction of community centers and community halls,Assam,Biswanath(Deputy Commissioner Biswanath_IDA),RANJIT DUTTA,Sonitpur,Repair and Renovation,Renovation of Community Hall near Sloping Centre Siva Mandir,2025-04-01,2026-08-11,300000.0,497,Sanction,72.4,15.0,100.0,0.0,15.0,28.96,2.25,15.0,0.0,2.25,48.46,100.0,79.4,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 497 days.
WS/MP18216/2025-2026/169833-Construction of rooms and halls in school and colleges,Uttar Pradesh,FATEHPUR(DISTRICT MAGISTRATE FATEHPUR_IDA),NARESH CHANDRA UTTAM PATEL,FATEHPUR,Trust and Society,SHRI BHAGWAN DEEN SMARAK VIDYALAY JAFARPUR SITHARRA JAHANABAD KE PRABANDHAK KO BHAVAN NIRMAN KARYA HETU DHANRASHI,2025-01-29,2026-03-07,1000000.0,402,Sanction,72.6,15.0,100.0,0.0,15.0,29.04,2.25,15.0,0.0,2.25,48.54,100.0,79.4,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 402 days. | 🟠 Category signal: Special entity category 'Trust and Society'.
WS/MP478/2024-2025/156124-Purchase of books and periodicals for libraries/digitization of library books,Uttarakhand,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,Normal/Others,Letter as per attached.,2024-12-04,2025-03-20,3120000.0,106,Work partially Completed,55.4,15.0,45.0,100.00000000000003,15.0,22.16,2.25,6.75,15.0,2.25,48.41,100.00000000000003,79.4,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
"WS/MP356/2025-2026/140606-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Sudheer Gupta,MANDSOUR,Normal/Others,CONSTRUCTION OF CC ROAD,2024-09-13,2026-01-21,150000.0,495,Vendor Identification,34.2,15.0,100.0,100.0,15.0,13.68,2.25,15.0,15.0,2.25,48.18,100.0,79.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 495 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18137/2025-2026/161378-Construction of rooms and halls in school and colleges,Meghalaya,EASTERN WEST KHASI HILLS(DEPUTY COMMISSIONER EASTERN WEST KHASI HILLS MAIRANG_IDA),ANDREW J. SYNGKON,SHILLONG,Repair and Renovation,financial assiatance for repair of classroom for Mawiong Khri Lower Primary School.,2025-01-05,2026-02-22,200000.0,413,Work partially Completed,71.8,15.0,100.0,0.0,15.0,28.72,2.25,15.0,0.0,2.25,48.22,100.0,79.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 413 days.
"WS/MP18120/2026-2027/192783-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,Normal/Others,Construction of Cement Concrete Road At Walki (Kh.) Tq. Hadgaon Dist. Nanded,2025-04-21,2026-07-31,699707.0,466,Work partially Completed,34.2,15.0,100.0,100.0,15.0,13.68,2.25,15.0,15.0,2.25,48.18,100.0,79.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 466 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18091/2026-2027/184385-Construction of community centers and community halls,Karnataka,MYSURU(DEPUTY COMMISSIONER MYSORE_IDA),YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,Normal/Others,Construction of Basaveshwara community hall,2025-03-20,2026-07-20,500000.0,487,Work partially Completed,34.3,15.0,100.0,100.0,15.0,13.72,2.25,15.0,15.0,2.25,48.22,100.0,79.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 487 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP761/2025-2026/146645-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Normal/Others,"Construction of Community hall near Mudiraj wada , Ibrahimpatnam",2024-10-10,2025-12-17,250000.0,433,Work Completed,34.4,15.0,100.0,100.0,15.0,13.76,2.25,15.0,15.0,2.25,48.26,100.0,79.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 433 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP761/2025-2026/146633-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Normal/Others,"Construction of Community hall near Mudiraj wada , Ibrahimpatnam",2024-10-10,2025-12-17,250000.0,433,Work Completed,34.4,15.0,100.0,100.0,15.0,13.76,2.25,15.0,15.0,2.25,48.26,100.0,79.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 433 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18114/2025-2026/157492-Construction of community centers and community halls,Maharashtra,BEED(DISTRICT COLLECTOR BEED_IDA),BAJRANG MANOHAR SONWANE,BEED,Normal/Others,Construction of Sabhamandap on Gram Panchayat land near Sri Kshetra Ganpati Temple.,2024-12-09,2026-03-27,1000000.0,473,Work Completed,34.6,15.0,100.0,100.0,15.0,13.84,2.25,15.0,15.0,2.25,48.34,100.0,79.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 473 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18114/2025-2026/157481-Construction of community centers and community halls,Maharashtra,BEED(DISTRICT COLLECTOR BEED_IDA),BAJRANG MANOHAR SONWANE,BEED,Normal/Others,Construction of Sabhamandap on Gram Panchayat land.,2024-12-09,2026-03-27,1000000.0,473,Work Completed,34.6,15.0,100.0,100.0,15.0,13.84,2.25,15.0,15.0,2.25,48.34,100.0,79.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 473 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18114/2025-2026/157438-Construction of community centers and community halls,Maharashtra,BEED(DISTRICT COLLECTOR BEED_IDA),BAJRANG MANOHAR SONWANE,BEED,Normal/Others,Construction of Sabhamandap on Gram Panchayat land.,2024-12-09,2026-03-27,1000000.0,473,Work Completed,34.6,15.0,100.0,100.0,15.0,13.84,2.25,15.0,15.0,2.25,48.34,100.0,79.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 473 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP761/2026-2027/172355-Construction of additional rooms and halls in the existing public and community building,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,Normal/Others,"Construction of community hall in 1st floor to existing community hall in BC wada, Thallarampur (V)",2025-02-05,2026-04-24,250000.0,443,Physical Inspection,38.4,15.0,100.0,89.35276885220621,15.0,15.36,2.25,15.0,13.4029,2.25,48.2629,100.0,79.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 443 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 89.4%). Requires human verification.
WS/MP18076/2026-2027/146587-Construction of community centers and community halls,Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),DR C N MANJUNATH,BANGALORE RURAL,Trust and Society,"Construction of New Building Nammane Summane Destitute Orphanage at No.18 Gangondanahalli, Chammundeshwari Layout, Lakshmipura Post, Dasanapura Hobli, Bengaluru North Taluk, Pin-560073",2024-10-09,2026-08-19,500000.0,679,Sanction,71.0,15.0,100.0,0.0,15.0,28.4,2.25,15.0,0.0,2.25,47.9,100.0,79.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 679 days. | 🟠 Category signal: Special entity category 'Trust and Society'.
WS/  MP620/2025-2026/133167-Construction of rooms and halls in school and colleges,Karnataka,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Pralhad Venkatesh Joshi,DHARWAD,Trust and Society,Construction of College room of  CBS Charitable Foudation at Nulvi Vilage Pry No 817/3 Continued work,2024-07-08,2025-09-18,500000.0,437,Sanction,71.4,15.0,100.0,0.0,15.0,28.56,2.25,15.0,0.0,2.25,48.06,100.0,79.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 437 days. | 🟠 Category signal: Special entity category 'Trust and Society'.
WS/MP18307/2025-2026/180167-Construction of footpaths and pedestrian ways,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,Normal/Others,Beautification of the surroundings and construction of paver blocks,2025-03-07,2026-03-25,1500000.0,383,Sanction,33.3,15.0,100.0,100.00000000000003,15.0,13.32,2.25,15.0,15.0,2.25,47.82,100.00000000000003,79.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 383 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18307/2025-2026/180163-Construction of public toilets and bathrooms,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,Normal/Others,Repairing of public toilet and construction of paver blocks,2025-03-07,2026-03-25,1500000.0,383,Sanction,33.3,15.0,100.0,100.00000000000003,15.0,13.32,2.25,15.0,15.0,2.25,47.82,100.00000000000003,79.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 383 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18219/2025-2026/137970-Lighting of public spaces,Uttar Pradesh,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2),AJENDRA SINGH LODHI,HAMIRPUR_UP,Normal/Others,1.High Mast Light Jeetendra ke makan ke pass,2024-09-11,2025-11-27,400000.0,442,Vendor Identification,33.4,15.0,100.0,100.00000000000003,15.0,13.36,2.25,15.0,15.0,2.25,47.86,100.00000000000003,79.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 442 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18326/2025-2026/160485-Construction of rooms and halls in school and colleges,Gujarat,SURENDRANAGAR(DISTRICT COLLECTOR SURENDRANAGAR_IDA),CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,Trust and Society,Patdi Taluka Vadgam Village Work of prayer rooms of aided Sri Secondary and Higher Secondary Schools run by Sri Vadgam Kelwani Mandal,2024-12-20,2026-01-09,1000000.0,385,Sanction,70.4,15.0,100.0,0.0,15.0,28.16,2.25,15.0,0.0,2.25,47.66,100.0,79.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 385 days. | 🟠 Category signal: Special entity category 'Trust and Society'.
WS/MP18019/2026-2027/139500-Construction of community centers and community halls,Assam,DIMA HASAO(DEPUTY COMMISSIONER Dima Hasao_IDA),AMARSING TISSO,Diphu (ST),Normal/Others,"Construction of Community Building with Library, Guest Room, Conference Room at Haflong, Dima Hasao District (Total Estd. Cost:- Rs. 1.00 Cr.) 1st Installment Rs. 50.00 Lakhs",2024-09-06,2026-07-31,5000000.0,693,Physical Inspection,70.4,15.0,100.0,0.0,15.0,28.16,2.25,15.0,0.0,2.25,47.66,100.0,79.1,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 693 days.
WS/MP18305/2026-2027/184002-Construction of community centers and community halls,Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,Trust and Society,"Construction of Building for Oorakam Palliative care, Oorakam GP",2025-03-19,2026-07-13,1200000.0,481,Sanction,69.7,15.0,100.0,0.0,15.0,27.88,2.25,15.0,0.0,2.25,47.379999999999995,100.0,79.0,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 481 days. | 🟠 Category signal: Special entity category 'Trust and Society'.
WS/MP18108/2025-2026/150360-Construction of additional rooms and halls in the existing public and community building,Madhya Pradesh,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),DR. LATA WANKHEDE,SAGAR,Trust and Society,Yog Niketan Yog Training Sansthan yog dham sagar me kaksh Nirman Hetu,2024-11-02,2025-11-12,300000.0,375,Vendor Identification,69.7,15.0,100.0,0.0,15.0,27.88,2.25,15.0,0.0,2.25,47.379999999999995,100.0,79.0,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 375 days. | 🟠 Category signal: Special entity category 'Trust and Society'.
WS/MP391/2025-2026/146422-Construction of buildings for sports facilities,Tamil Nadu,CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA),Thiru Dayanidhi Maran,CHENNAI CENTRAL,Normal/Others,"CONSTRUCTION OF BOXING ACADEMY BUILDING IN GOPALAPURAM WARD 111, PART 25, ZONE 9 OF CHENNAI CENTRAL CONSITUENCY",2024-10-09,2025-12-06,10000000.0,423,Work Completed,69.9,15.0,100.0,0.0,15.0,27.96,2.25,15.0,0.0,2.25,47.46,100.0,79.0,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 423 days.
WS/MP18250/2026-2027/139022-Construction of water tanks,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),SK NURUL ISLAM,BASIRHAT,Normal/Others,"Installation of 14 nos. Arsenic Free Water Tank, Street Light, etc at different places under Hingalganj Block (SL.No. 19 to 32)",2024-09-05,2026-07-08,2765000.0,671,Sanction,58.0,15.0,100.0,0.0,45.0,23.2,2.25,15.0,0.0,6.75,47.2,100.0,78.9,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 671 days.
WS/MP18307/2025-2026/180170-Construction of public toilets and bathrooms,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,MUMBAI NORTH,Normal/Others,Repairing of public toilet and construction of paver blocks,2025-03-07,2026-01-19,2500000.0,318,Vendor Identification,41.2,15.0,75.0,100.00000000000003,15.0,16.48,2.25,11.25,15.0,2.25,47.230000000000004,100.00000000000003,78.9,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 318 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18388/2026-2027/182835-Providing drains and gutters for public drainage,Telangana,PEDDAPALLI(District Collector Peddapally_IDA),VAMSI KRISHNA GADDAM,PEDDAPALLE,Repair and Renovation,Underground Drain from Komurvelli Santohs (H) to Sukka Srinu (H),2025-03-20,2026-08-04,500000.0,502,Sanction,69.1,15.0,100.0,0.0,15.0,27.64,2.25,15.0,0.0,2.25,47.14,100.0,78.9,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 502 days.
"WS/MP18120/2026-2027/192782-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,NANDED(DISTRICT COLLECTOR NANDED_IDA),AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,Normal/Others,Construction of Cement Concrete Road At Walki (Kh.) Tq. Hadgaon Dist. Nanded,2025-04-21,2026-07-31,300000.0,466,Work partially Completed,31.0,15.0,100.0,100.0,15.0,12.4,2.25,15.0,15.0,2.25,46.9,100.0,78.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 466 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18219/2025-2026/137957-Lighting of public spaces,Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),AJENDRA SINGH LODHI,HAMIRPUR_UP,Normal/Others,1.High mast Light  Shankar jee ke mandir ke pass.,2024-09-11,2025-09-30,323000.0,384,Work Completed,31.0,15.0,100.0,100.0,15.0,12.4,2.25,15.0,15.0,2.25,46.9,100.0,78.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 384 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
