project_id,payment_sequence,payment_date,payment_amount,progress_percent,sanction_amount,data_source
WS/MP18153/2024-2025/135259-Installing community drinking water plants,3,2025-01-12,93060.0,100,232650.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135260-Installing community drinking water plants,1,2024-10-14,69724.5,30,232415.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135260-Installing community drinking water plants,2,2024-11-28,92966.0,100,232415.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135261-Installing community drinking water plants,1,2024-10-14,69654.0,30,232180.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135261-Installing community drinking water plants,2,2024-11-28,69654.0,60,232180.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135261-Installing community drinking water plants,3,2025-01-12,92872.0,100,232180.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135262-Installing community drinking water plants,1,2024-10-14,69809.1,30,232697.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135262-Installing community drinking water plants,2,2024-11-28,69809.1,60,232697.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135262-Installing community drinking water plants,3,2025-01-12,93078.8,100,232697.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135263-Installing community drinking water plants,1,2024-10-14,69724.5,30,232415.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135263-Installing community drinking water plants,2,2024-11-28,69724.5,60,232415.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135263-Installing community drinking water plants,3,2025-01-12,92966.0,100,232415.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135264-Purchase of mobile water tankers,1,2024-10-14,72316.8,30,241056.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135264-Purchase of mobile water tankers,2,2024-11-28,72316.8,60,241056.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135264-Purchase of mobile water tankers,3,2025-01-12,96422.4,100,241056.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135265-Purchase of mobile water tankers,1,2024-10-14,72249.9,30,240833.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135265-Purchase of mobile water tankers,2,2024-11-28,96333.2,100,240833.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135266-Installing community drinking water plants,1,2024-10-14,69724.5,30,232415.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135266-Installing community drinking water plants,2,2024-11-28,69724.5,60,232415.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135266-Installing community drinking water plants,3,2025-01-12,92966.0,100,232415.0,DEMO / SIMULATED DATA
WS/MP18250/2024-2025/135267-Installing tube-wells and borewells,1,2024-11-03,1050000.0,30,3500000.0,DEMO / SIMULATED DATA
WS/MP18250/2024-2025/135267-Installing tube-wells and borewells,2,2024-12-18,1400000.0,100,3500000.0,DEMO / SIMULATED DATA
WS/MP18250/2024-2025/135268-Installing tube-wells and borewells,1,2024-11-09,1050000.0,30,3500000.0,DEMO / SIMULATED DATA
WS/MP18250/2024-2025/135268-Installing tube-wells and borewells,2,2024-12-24,1400000.0,100,3500000.0,DEMO / SIMULATED DATA
WS/MP18250/2024-2025/135269-Installing tube-wells and borewells,1,2024-11-07,840000.0,30,2800000.0,DEMO / SIMULATED DATA
WS/MP18250/2024-2025/135269-Installing tube-wells and borewells,2,2024-12-22,840000.0,60,2800000.0,DEMO / SIMULATED DATA
WS/MP18250/2024-2025/135269-Installing tube-wells and borewells,3,2025-02-05,1120000.0,100,2800000.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135271-Lighting of public spaces,1,2025-09-16,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135271-Lighting of public spaces,2,2025-09-21,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135271-Lighting of public spaces,3,2025-09-26,352029.6,40,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135272-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135272-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135272-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135273-Lighting of public spaces,1,2025-10-26,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135273-Lighting of public spaces,2,2025-12-10,234686.4,100,586716.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135279-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-01-06,106874.1,30,356247.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135279-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-02-20,142498.8,100,356247.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135283-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-01-06,106777.5,30,355925.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135283-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-02-20,106777.5,60,355925.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135283-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-04-06,142370.0,100,355925.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/135386-Street lights,1,2024-10-28,526267.5,30,1754225.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/135386-Street lights,2,2024-12-12,526267.5,60,1754225.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/135386-Street lights,3,2025-01-26,701690.0,100,1754225.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/135387-Street lights,1,2024-10-28,394700.4,30,1315668.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/135387-Street lights,2,2024-12-12,526267.2,100,1315668.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135399-Lighting of public spaces,1,2025-04-04,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135399-Lighting of public spaces,2,2025-05-19,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135399-Lighting of public spaces,3,2025-07-03,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135400-Lighting of public spaces,1,2025-04-04,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135400-Lighting of public spaces,2,2025-05-19,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135401-Lighting of public spaces,1,2025-04-04,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135401-Lighting of public spaces,2,2025-05-19,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135401-Lighting of public spaces,3,2025-07-03,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135402-Lighting of public spaces,1,2025-05-03,71100.0,30,237000.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135402-Lighting of public spaces,2,2025-06-17,94800.0,100,237000.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135403-Lighting of public spaces,1,2025-05-03,71100.0,30,237000.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135403-Lighting of public spaces,2,2025-06-17,94800.0,100,237000.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135404-Lighting of public spaces,1,2025-05-03,70894.5,30,236315.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135404-Lighting of public spaces,2,2025-06-17,70894.5,60,236315.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135404-Lighting of public spaces,3,2025-08-01,94526.0,100,236315.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135405-Lighting of public spaces,1,2025-04-04,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135405-Lighting of public spaces,2,2025-05-19,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135405-Lighting of public spaces,3,2025-07-03,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135406-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135406-Lighting of public spaces,2,2025-06-17,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135407-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135407-Lighting of public spaces,2,2025-06-17,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135407-Lighting of public spaces,3,2025-08-01,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135408-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135408-Lighting of public spaces,2,2025-06-17,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135409-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135409-Lighting of public spaces,2,2025-06-17,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135410-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135410-Lighting of public spaces,2,2025-06-17,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135410-Lighting of public spaces,3,2025-08-01,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135412-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135412-Lighting of public spaces,2,2025-06-17,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135412-Lighting of public spaces,3,2025-08-01,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135413-Lighting of public spaces,1,2025-03-24,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135413-Lighting of public spaces,2,2025-03-29,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135413-Lighting of public spaces,3,2025-04-03,141740.4,40,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135416-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135416-Lighting of public spaces,2,2025-06-17,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135417-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135417-Lighting of public spaces,2,2025-06-17,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135417-Lighting of public spaces,3,2025-08-01,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135418-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135418-Lighting of public spaces,2,2025-06-17,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135418-Lighting of public spaces,3,2025-08-01,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135419-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135419-Lighting of public spaces,2,2025-06-17,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135420-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135420-Lighting of public spaces,2,2025-06-17,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135420-Lighting of public spaces,3,2025-08-01,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135422-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135422-Lighting of public spaces,2,2025-06-17,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135423-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135423-Lighting of public spaces,2,2025-06-17,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135424-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135424-Lighting of public spaces,2,2025-06-17,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135425-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135425-Lighting of public spaces,2,2025-06-17,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135425-Lighting of public spaces,3,2025-08-01,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135428-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135428-Lighting of public spaces,2,2025-06-17,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135428-Lighting of public spaces,3,2025-08-01,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135430-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135430-Lighting of public spaces,2,2025-06-17,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135431-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135431-Lighting of public spaces,2,2025-06-17,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135432-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135432-Lighting of public spaces,2,2025-06-17,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135434-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135434-Lighting of public spaces,2,2025-06-17,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135434-Lighting of public spaces,3,2025-08-01,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135435-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135435-Lighting of public spaces,2,2025-06-17,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135436-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135436-Lighting of public spaces,2,2025-06-17,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135437-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135437-Lighting of public spaces,2,2025-06-17,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135437-Lighting of public spaces,3,2025-08-01,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135440-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135440-Lighting of public spaces,2,2025-06-17,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135440-Lighting of public spaces,3,2025-08-01,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135442-Lighting of public spaces,1,2025-04-04,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135442-Lighting of public spaces,2,2025-05-19,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135443-Lighting of public spaces,1,2025-02-23,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135443-Lighting of public spaces,2,2025-02-28,141740.4,40,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135444-Lighting of public spaces,1,2025-04-04,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135444-Lighting of public spaces,2,2025-05-19,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135444-Lighting of public spaces,3,2025-07-03,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135445-Lighting of public spaces,1,2025-04-04,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135445-Lighting of public spaces,2,2025-05-19,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135445-Lighting of public spaces,3,2025-07-03,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2025-2026/135446-Lighting of public spaces,1,2025-12-01,70894.5,30,236315.0,DEMO / SIMULATED DATA
WS/MP812/2025-2026/135446-Lighting of public spaces,2,2026-01-15,70894.5,60,236315.0,DEMO / SIMULATED DATA
WS/MP812/2025-2026/135446-Lighting of public spaces,3,2026-03-01,94526.0,100,236315.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135447-Lighting of public spaces,1,2025-04-18,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135447-Lighting of public spaces,2,2025-06-02,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135449-Lighting of public spaces,1,2025-04-18,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135449-Lighting of public spaces,2,2025-06-02,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135449-Lighting of public spaces,3,2025-07-17,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135450-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135450-Lighting of public spaces,2,2025-06-17,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135450-Lighting of public spaces,3,2025-08-01,94493.6,100,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135451-Lighting of public spaces,1,2025-05-03,70870.2,30,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135451-Lighting of public spaces,2,2025-06-17,70870.2,60,236234.0,DEMO / SIMULATED DATA
WS/MP812/2024-2025/135451-Lighting of public spaces,3,2025-08-01,94493.6,100,236234.0,DEMO / SIMULATED DATA
"WS/MP431/2024-2025/135463-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-12-13,300000.0,30,1000000.0,DEMO / SIMULATED DATA
"WS/MP431/2024-2025/135463-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-01-27,400000.0,100,1000000.0,DEMO / SIMULATED DATA
"WS/MP18336/2024-2025/135505-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-11-04,300000.0,30,1000000.0,DEMO / SIMULATED DATA
"WS/MP18336/2024-2025/135505-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-19,400000.0,100,1000000.0,DEMO / SIMULATED DATA
"WS/MP18336/2024-2025/135506-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-11-04,300000.0,30,1000000.0,DEMO / SIMULATED DATA
"WS/MP18336/2024-2025/135506-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-19,400000.0,100,1000000.0,DEMO / SIMULATED DATA
"WS/MP18336/2024-2025/135507-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-11-04,300000.0,30,1000000.0,DEMO / SIMULATED DATA
"WS/MP18336/2024-2025/135507-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-19,300000.0,60,1000000.0,DEMO / SIMULATED DATA
"WS/MP18336/2024-2025/135507-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-02-02,400000.0,100,1000000.0,DEMO / SIMULATED DATA
"WS/MP18336/2024-2025/135508-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-11-04,300000.0,30,1000000.0,DEMO / SIMULATED DATA
"WS/MP18336/2024-2025/135508-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-19,300000.0,60,1000000.0,DEMO / SIMULATED DATA
"WS/MP18336/2024-2025/135508-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-02-02,400000.0,100,1000000.0,DEMO / SIMULATED DATA
WS/MP826/2026-2027/135516-Construction of footpaths and pedestrian ways,1,2026-08-21,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2026-2027/135516-Construction of footpaths and pedestrian ways,2,2026-10-05,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135520-Construction of community centers and community halls,1,2025-04-19,149420.7,30,498069.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135520-Construction of community centers and community halls,2,2025-06-03,149420.7,60,498069.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135520-Construction of community centers and community halls,3,2025-07-18,199227.6,100,498069.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135523-Construction of community centers and community halls,1,2025-04-19,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135523-Construction of community centers and community halls,2,2025-06-03,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135524-Providing drains and gutters for public drainage,1,2025-04-19,139169.7,30,463899.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135524-Providing drains and gutters for public drainage,2,2025-06-03,185559.6,100,463899.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135525-Providing drains and gutters for public drainage,1,2025-04-19,137224.5,30,457415.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135525-Providing drains and gutters for public drainage,2,2025-06-03,182966.0,100,457415.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135526-Construction of footpaths and pedestrian ways,1,2025-03-01,149975.4,30,499918.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135526-Construction of footpaths and pedestrian ways,2,2025-04-15,149975.4,60,499918.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135526-Construction of footpaths and pedestrian ways,3,2025-05-30,199967.2,100,499918.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135527-Construction of footpaths and pedestrian ways,1,2025-03-01,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135527-Construction of footpaths and pedestrian ways,2,2025-04-15,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135527-Construction of footpaths and pedestrian ways,3,2025-05-30,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135528-Development of playground,1,2025-01-20,149950.2,30,499834.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135528-Development of playground,2,2025-01-25,299900.4,40,499834.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135529-Construction of footpaths and pedestrian ways,1,2025-03-01,149975.4,30,499918.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135529-Construction of footpaths and pedestrian ways,2,2025-04-15,149975.4,60,499918.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135529-Construction of footpaths and pedestrian ways,3,2025-05-30,199967.2,100,499918.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135530-Construction of footpaths and pedestrian ways,1,2025-03-01,135244.5,30,450815.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135530-Construction of footpaths and pedestrian ways,2,2025-04-15,135244.5,60,450815.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135530-Construction of footpaths and pedestrian ways,3,2025-05-30,180326.0,100,450815.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135533-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-04-03,149999.7,30,499999.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135533-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-05-18,149999.7,60,499999.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135533-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-07-02,199999.6,100,499999.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135534-Construction of community centers and community halls,1,2025-04-03,149865.0,30,499550.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135534-Construction of community centers and community halls,2,2025-05-18,199820.0,100,499550.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135535-Construction of footpaths and pedestrian ways,1,2025-03-29,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135535-Construction of footpaths and pedestrian ways,2,2025-05-13,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135535-Construction of footpaths and pedestrian ways,3,2025-06-27,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135539-Construction of community centers and community halls,1,2025-05-09,149850.0,30,499500.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135539-Construction of community centers and community halls,2,2025-06-23,149850.0,60,499500.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135539-Construction of community centers and community halls,3,2025-08-07,199800.0,100,499500.0,DEMO / SIMULATED DATA
WS/MP431/2024-2025/135540-Retrofitting in essential lifeline buildings,1,2025-03-16,330000.0,30,1100000.0,DEMO / SIMULATED DATA
WS/MP431/2024-2025/135540-Retrofitting in essential lifeline buildings,2,2025-04-30,440000.0,100,1100000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135541-Street lights,1,2025-03-01,149999.4,30,499998.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135541-Street lights,2,2025-04-15,199999.2,100,499998.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135546-Construction of foot over bridge (FOB),1,2025-03-01,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135546-Construction of foot over bridge (FOB),2,2025-04-15,200000.0,100,500000.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135547-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-03-01,149989.2,30,499964.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135547-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-04-15,149989.2,60,499964.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135547-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-05-30,199985.6,100,499964.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135549-Construction of boundary walls of existing public and community buildings,1,2025-03-01,149816.1,30,499387.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135549-Construction of boundary walls of existing public and community buildings,2,2025-04-15,149816.1,60,499387.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135549-Construction of boundary walls of existing public and community buildings,3,2025-05-30,199754.8,100,499387.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135553-Construction of community centers and community halls,1,2025-03-01,141859.8,30,472866.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135553-Construction of community centers and community halls,2,2025-04-15,189146.4,100,472866.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135555-Development of playground,1,2025-03-01,146549.4,30,488498.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135555-Development of playground,2,2025-04-15,146549.4,60,488498.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135555-Development of playground,3,2025-05-30,195399.2,100,488498.0,DEMO / SIMULATED DATA
